to,from,value
5675,8392,0
48944,8392,0
50170,8392,0
8475,8392,0
5676,8392,0
8340,8392,0
8435,8392,0
8488,8392,0
48971,8392,0
8474,8392,1
8359,8392,0
8373,8392,0
33176,8392,0
8322,8392,0
8358,8392,0
8411,8392,0
8406,8392,0
8452,8392,0
8460,8392,0
8337,8392,0
8450,8392,0
49003,8392,0
8398,8392,0
8484,8392,0
48948,8392,0
8423,8392,0
48946,8392,0
8476,8392,0
8397,8392,0
8328,8392,0
26518,8392,0
48980,8392,0
48950,8392,0
8371,8392,0
8491,8392,0
48953,8392,0
8356,8392,0
48984,8392,0
8462,8392,0
48954,8392,0
8453,8392,0
8469,8392,0
8385,8392,0
5678,8392,0
8471,8392,0
8405,8392,0
8369,8392,0
8316,8392,0
8312,8392,0
8429,8392,0
5688,8392,0
8454,8392,0
8311,8392,0
8413,8392,0
8360,8392,0
8380,8392,0
48956,8392,0
5696,8392,0
8467,8392,0
8332,8392,0
5683,8392,0
5672,8392,0
8461,8392,0
8355,8392,0
33185,8392,0
48955,8392,0
8392,8392,0
8362,8392,0
8349,8392,0
8478,8392,0
21787,8392,0
8338,8392,0
8326,8392,0
5686,8392,0
33179,8392,0
8459,8392,0
8758,8392,0
8333,8392,0
8361,8392,0
8482,8392,0
8350,8392,0
5689,8392,0
8493,8392,0
8378,8392,0
8396,8392,0
8448,8392,0
8352,8392,0
21803,8392,0
5679,8392,0
5692,8392,0
8426,8392,0
8425,8392,0
5697,8392,0
8346,8392,0
8455,8392,0
8446,8392,0
26521,8392,0
48947,8392,0
21789,8392,0
8486,8392,0
8386,8392,0
5673,8392,0
8470,8392,0
8465,8392,0
5668,8392,0
8473,8392,0
8419,8392,0
8389,8392,0
8310,8392,0
33177,8392,0
8404,8392,0
8468,8392,0
8456,8392,0
8464,8392,0
8327,8392,0
8388,8392,0
8381,8392,0
8319,8392,0
8368,8392,0
8438,8392,0
8403,8392,0
8408,8392,0
8451,8392,0
8324,8392,0
8463,8392,0
48952,8392,0
8479,8392,0
8390,8392,0
8481,8392,0
8325,8392,0
8375,8392,0
8428,8392,0
8440,8392,0
8407,8392,0
8345,8392,0
8366,8392,0
8317,8392,0
8420,8392,0
48943,8392,0
8308,8392,0
33178,8392,0
8424,8392,0
8357,8392,0
8383,8392,0
26522,8392,0
21788,8392,0
8492,8392,0
5681,8392,0
8318,8392,0
8489,8392,0
5685,8392,0
48945,8392,0
8331,8392,0
8343,8392,0
48957,8392,0
8416,8392,0
48982,8392,0
8314,8392,0
8351,8392,0
8431,8392,0
8367,8392,0
8334,8392,0
8437,8392,0
8483,8392,0
8384,8392,0
8363,8392,0
5677,8392,0
8341,8392,0
8472,8392,0
8409,8392,0
8402,8392,0
8414,8392,0
33181,8392,0
8353,8392,0
8347,8392,0
8495,8392,0
8421,8392,0
8442,8392,0
8387,8392,0
8391,8392,0
8433,8392,0
8417,8392,0
8309,8392,0
33180,8392,0
48951,8392,0
5684,8392,0
26524,8392,0
8394,8392,0
8321,8392,0
26526,8392,0
5691,8392,0
5674,8392,0
48965,8392,0
8315,8392,0
62589,8392,0
8339,8392,0
8393,8392,0
8313,8392,0
8382,8392,0
8374,8392,0
5695,8392,0
8447,8392,0
8441,8392,0
8480,8392,0
5687,8392,0
5669,8392,0
8466,8392,0
26582,8392,0
8485,8392,0
8376,8392,0
8379,8392,0
8457,8392,0
8415,8392,0
8487,8392,0
26519,8392,0
8427,8392,0
8364,8392,0
8445,8392,0
8449,8392,0
26517,8392,0
8395,8392,0
8418,8392,0
8432,8392,0
5694,8392,0
8490,8392,0
8444,8392,0
5690,8392,0
8443,8392,0
8348,8392,0
26520,8392,0
5670,8392,0
8430,8392,0
8401,8392,0
8370,8392,0
8477,8392,0
5680,8392,0
8439,8392,0
8400,8392,0
8412,8392,0
8372,8392,0
22756,8392,0
5693,8392,0
62598,8392,0
48997,8392,0
49002,8392,0
8494,8392,0
62596,8392,0
5682,8392,0
49000,8392,0
3293,8392,0
8354,8392,0
21790,8392,0
22491,8392,0
48999,8392,0
48998,8392,0
48985,8392,0
49001,8392,0
21791,8392,0
8365,8392,0
48961,8392,0
48962,8392,0
48964,8392,0
48966,8392,0
48967,8392,0
48968,8392,0
48969,8392,0
48970,8392,0
21792,8392,0
48972,8392,0
48973,8392,0
48974,8392,0
48975,8392,0
21797,8392,0
48976,8392,0
21796,8392,0
48977,8392,0
50167,8392,0
48978,8392,0
8323,8392,0
21798,8392,0
26523,8392,0
offshore,8392,0
5675,8362,0
48944,8362,0
50170,8362,0
8475,8362,0
5676,8362,0
8340,8362,0
8435,8362,0
8488,8362,0
48971,8362,0
8474,8362,0
8359,8362,0
8373,8362,0
33176,8362,0
8322,8362,0
8358,8362,0
8411,8362,0
8406,8362,0
8452,8362,0
8460,8362,0
8337,8362,0
8450,8362,0
49003,8362,0
8398,8362,0
8484,8362,0
48948,8362,0
8423,8362,0
48946,8362,0
8476,8362,0
8397,8362,0
8328,8362,0
26518,8362,0
48980,8362,0
48950,8362,0
8371,8362,0
8491,8362,0
48953,8362,0
8356,8362,0
48984,8362,0
8462,8362,0
48954,8362,0
8453,8362,0
8469,8362,0
8385,8362,0
5678,8362,0
8471,8362,0
8405,8362,0
8369,8362,0
8316,8362,0
8312,8362,0
8429,8362,0
5688,8362,0
8454,8362,0
8311,8362,0
8413,8362,0
8360,8362,0
8380,8362,0
48956,8362,0
5696,8362,0
8467,8362,0
8332,8362,0
5683,8362,0
5672,8362,0
8461,8362,0
8355,8362,0
33185,8362,0
48955,8362,0
8392,8362,0
8362,8362,0
8349,8362,0
8478,8362,0
21787,8362,0
8338,8362,0
8326,8362,0
5686,8362,0
33179,8362,0
8459,8362,0
8758,8362,0
8333,8362,0
8361,8362,0
8482,8362,0
8350,8362,0
5689,8362,0
8493,8362,0
8378,8362,0
8396,8362,0
8448,8362,0
8352,8362,0
21803,8362,0
5679,8362,0
5692,8362,0
8426,8362,0
8425,8362,0
5697,8362,0
8346,8362,0
8455,8362,0
8446,8362,0
26521,8362,0
48947,8362,0
21789,8362,0
8486,8362,0
8386,8362,0
5673,8362,0
8470,8362,0
8465,8362,0
5668,8362,0
8473,8362,0
8419,8362,0
8389,8362,0
8310,8362,0
33177,8362,0
8404,8362,0
8468,8362,0
8456,8362,0
8464,8362,0
8327,8362,0
8388,8362,0
8381,8362,0
8319,8362,0
8368,8362,0
8438,8362,0
8403,8362,0
8408,8362,0
8451,8362,0
8324,8362,0
8463,8362,0
48952,8362,0
8479,8362,0
8390,8362,0
8481,8362,0
8325,8362,0
8375,8362,0
8428,8362,0
8440,8362,0
8407,8362,0
8345,8362,0
8366,8362,0
8317,8362,0
8420,8362,0
48943,8362,0
8308,8362,0
33178,8362,0
8424,8362,0
8357,8362,0
8383,8362,0
26522,8362,0
21788,8362,0
8492,8362,0
5681,8362,0
8318,8362,0
8489,8362,0
5685,8362,0
48945,8362,0
8331,8362,0
8343,8362,0
48957,8362,0
8416,8362,0
48982,8362,0
8314,8362,0
8351,8362,0
8431,8362,0
8367,8362,0
8334,8362,0
8437,8362,0
8483,8362,0
8384,8362,0
8363,8362,0
5677,8362,0
8341,8362,0
8472,8362,0
8409,8362,0
8402,8362,0
8414,8362,0
33181,8362,0
8353,8362,0
8347,8362,0
8495,8362,0
8421,8362,0
8442,8362,0
8387,8362,0
8391,8362,0
8433,8362,0
8417,8362,0
8309,8362,0
33180,8362,0
48951,8362,0
5684,8362,0
26524,8362,0
8394,8362,0
8321,8362,0
26526,8362,0
5691,8362,0
5674,8362,0
48965,8362,0
8315,8362,0
62589,8362,0
8339,8362,0
8393,8362,0
8313,8362,0
8382,8362,0
8374,8362,0
5695,8362,0
8447,8362,0
8441,8362,0
8480,8362,0
5687,8362,0
5669,8362,0
8466,8362,0
26582,8362,0
8485,8362,0
8376,8362,0
8379,8362,0
8457,8362,0
8415,8362,0
8487,8362,0
26519,8362,0
8427,8362,0
8364,8362,0
8445,8362,0
8449,8362,0
26517,8362,0
8395,8362,0
8418,8362,0
8432,8362,0
5694,8362,0
8490,8362,0
8444,8362,0
5690,8362,0
8443,8362,0
8348,8362,0
26520,8362,0
5670,8362,0
8430,8362,0
8401,8362,0
8370,8362,0
8477,8362,0
5680,8362,0
8439,8362,0
8400,8362,0
8412,8362,0
8372,8362,0
22756,8362,0
5693,8362,0
62598,8362,0
48997,8362,0
49002,8362,0
8494,8362,0
62596,8362,0
5682,8362,0
49000,8362,0
3293,8362,0
8354,8362,0
21790,8362,0
22491,8362,0
48999,8362,0
48998,8362,0
48985,8362,0
49001,8362,0
21791,8362,0
8365,8362,0
48961,8362,0
48962,8362,0
48964,8362,0
48966,8362,0
48967,8362,0
48968,8362,0
48969,8362,0
48970,8362,0
21792,8362,0
48972,8362,0
48973,8362,0
48974,8362,0
48975,8362,0
21797,8362,0
48976,8362,0
21796,8362,0
48977,8362,0
50167,8362,0
48978,8362,0
8323,8362,0
21798,8362,0
26523,8362,0
offshore,8362,0
5675,8349,0
48944,8349,0
50170,8349,0
8475,8349,0
5676,8349,0
8340,8349,0
8435,8349,0
8488,8349,0
48971,8349,0
8474,8349,0
8359,8349,0
8373,8349,0
33176,8349,0
8322,8349,0
8358,8349,0
8411,8349,0
8406,8349,0
8452,8349,0
8460,8349,0
8337,8349,0
8450,8349,0
49003,8349,0
8398,8349,0
8484,8349,0
48948,8349,0
8423,8349,0
48946,8349,0
8476,8349,0
8397,8349,0
8328,8349,0
26518,8349,0
48980,8349,0
48950,8349,0
8371,8349,0
8491,8349,0
48953,8349,0
8356,8349,0
48984,8349,0
8462,8349,0
48954,8349,0
8453,8349,0
8469,8349,0
8385,8349,0
5678,8349,0
8471,8349,0
8405,8349,0
8369,8349,0
8316,8349,0
8312,8349,0
8429,8349,0
5688,8349,0
8454,8349,0
8311,8349,0
8413,8349,0
8360,8349,0
8380,8349,0
48956,8349,0
5696,8349,0
8467,8349,0
8332,8349,0
5683,8349,0
5672,8349,0
8461,8349,0
8355,8349,0
33185,8349,0
48955,8349,0
8392,8349,0
8362,8349,0
8349,8349,0
8478,8349,0
21787,8349,0
8338,8349,0
8326,8349,0
5686,8349,0
33179,8349,0
8459,8349,0
8758,8349,0
8333,8349,2
8361,8349,0
8482,8349,1
8350,8349,0
5689,8349,0
8493,8349,0
8378,8349,0
8396,8349,0
8448,8349,0
8352,8349,0
21803,8349,0
5679,8349,0
5692,8349,0
8426,8349,0
8425,8349,0
5697,8349,0
8346,8349,0
8455,8349,0
8446,8349,0
26521,8349,0
48947,8349,0
21789,8349,0
8486,8349,0
8386,8349,0
5673,8349,0
8470,8349,0
8465,8349,0
5668,8349,0
8473,8349,0
8419,8349,0
8389,8349,0
8310,8349,0
33177,8349,0
8404,8349,0
8468,8349,0
8456,8349,0
8464,8349,0
8327,8349,0
8388,8349,0
8381,8349,0
8319,8349,0
8368,8349,0
8438,8349,0
8403,8349,0
8408,8349,0
8451,8349,0
8324,8349,0
8463,8349,0
48952,8349,0
8479,8349,0
8390,8349,0
8481,8349,0
8325,8349,0
8375,8349,0
8428,8349,0
8440,8349,0
8407,8349,0
8345,8349,0
8366,8349,0
8317,8349,0
8420,8349,0
48943,8349,0
8308,8349,0
33178,8349,0
8424,8349,0
8357,8349,0
8383,8349,0
26522,8349,0
21788,8349,0
8492,8349,0
5681,8349,0
8318,8349,0
8489,8349,0
5685,8349,0
48945,8349,0
8331,8349,0
8343,8349,0
48957,8349,0
8416,8349,0
48982,8349,0
8314,8349,0
8351,8349,0
8431,8349,0
8367,8349,0
8334,8349,0
8437,8349,0
8483,8349,0
8384,8349,0
8363,8349,0
5677,8349,0
8341,8349,0
8472,8349,0
8409,8349,0
8402,8349,0
8414,8349,0
33181,8349,0
8353,8349,0
8347,8349,0
8495,8349,0
8421,8349,0
8442,8349,0
8387,8349,0
8391,8349,0
8433,8349,0
8417,8349,0
8309,8349,0
33180,8349,0
48951,8349,0
5684,8349,0
26524,8349,0
8394,8349,0
8321,8349,0
26526,8349,0
5691,8349,0
5674,8349,0
48965,8349,0
8315,8349,0
62589,8349,0
8339,8349,0
8393,8349,0
8313,8349,0
8382,8349,0
8374,8349,0
5695,8349,0
8447,8349,0
8441,8349,0
8480,8349,0
5687,8349,0
5669,8349,0
8466,8349,0
26582,8349,0
8485,8349,0
8376,8349,0
8379,8349,0
8457,8349,0
8415,8349,0
8487,8349,0
26519,8349,0
8427,8349,0
8364,8349,0
8445,8349,0
8449,8349,0
26517,8349,0
8395,8349,0
8418,8349,0
8432,8349,0
5694,8349,0
8490,8349,0
8444,8349,0
5690,8349,0
8443,8349,0
8348,8349,0
26520,8349,0
5670,8349,0
8430,8349,0
8401,8349,0
8370,8349,0
8477,8349,0
5680,8349,0
8439,8349,0
8400,8349,0
8412,8349,0
8372,8349,0
22756,8349,0
5693,8349,0
62598,8349,0
48997,8349,0
49002,8349,0
8494,8349,0
62596,8349,0
5682,8349,0
49000,8349,0
3293,8349,0
8354,8349,0
21790,8349,0
22491,8349,0
48999,8349,0
48998,8349,0
48985,8349,0
49001,8349,0
21791,8349,0
8365,8349,0
48961,8349,0
48962,8349,0
48964,8349,0
48966,8349,0
48967,8349,0
48968,8349,0
48969,8349,0
48970,8349,0
21792,8349,0
48972,8349,0
48973,8349,0
48974,8349,0
48975,8349,0
21797,8349,0
48976,8349,0
21796,8349,0
48977,8349,0
50167,8349,0
48978,8349,0
8323,8349,0
21798,8349,0
26523,8349,0
offshore,8349,1
5675,8478,0
48944,8478,0
50170,8478,0
8475,8478,3
5676,8478,0
8340,8478,0
8435,8478,0
8488,8478,0
48971,8478,0
8474,8478,0
8359,8478,0
8373,8478,0
33176,8478,0
8322,8478,0
8358,8478,0
8411,8478,0
8406,8478,0
8452,8478,0
8460,8478,0
8337,8478,0
8450,8478,0
49003,8478,0
8398,8478,0
8484,8478,0
48948,8478,0
8423,8478,0
48946,8478,0
8476,8478,21
8397,8478,0
8328,8478,0
26518,8478,0
48980,8478,0
48950,8478,0
8371,8478,0
8491,8478,0
48953,8478,0
8356,8478,0
48984,8478,0
8462,8478,0
48954,8478,0
8453,8478,0
8469,8478,0
8385,8478,0
5678,8478,0
8471,8478,0
8405,8478,0
8369,8478,0
8316,8478,0
8312,8478,0
8429,8478,0
5688,8478,0
8454,8478,0
8311,8478,0
8413,8478,0
8360,8478,0
8380,8478,0
48956,8478,0
5696,8478,0
8467,8478,0
8332,8478,0
5683,8478,0
5672,8478,0
8461,8478,0
8355,8478,0
33185,8478,0
48955,8478,0
8392,8478,0
8362,8478,0
8349,8478,0
8478,8478,31
21787,8478,0
8338,8478,0
8326,8478,0
5686,8478,0
33179,8478,0
8459,8478,1
8758,8478,0
8333,8478,0
8361,8478,0
8482,8478,0
8350,8478,0
5689,8478,0
8493,8478,0
8378,8478,0
8396,8478,0
8448,8478,0
8352,8478,0
21803,8478,0
5679,8478,0
5692,8478,0
8426,8478,0
8425,8478,0
5697,8478,0
8346,8478,0
8455,8478,0
8446,8478,0
26521,8478,0
48947,8478,0
21789,8478,0
8486,8478,0
8386,8478,0
5673,8478,0
8470,8478,0
8465,8478,0
5668,8478,0
8473,8478,0
8419,8478,0
8389,8478,0
8310,8478,0
33177,8478,0
8404,8478,1
8468,8478,0
8456,8478,1
8464,8478,0
8327,8478,0
8388,8478,0
8381,8478,0
8319,8478,0
8368,8478,0
8438,8478,0
8403,8478,0
8408,8478,0
8451,8478,0
8324,8478,0
8463,8478,0
48952,8478,0
8479,8478,0
8390,8478,0
8481,8478,0
8325,8478,0
8375,8478,0
8428,8478,0
8440,8478,0
8407,8478,0
8345,8478,0
8366,8478,0
8317,8478,0
8420,8478,0
48943,8478,0
8308,8478,0
33178,8478,0
8424,8478,0
8357,8478,0
8383,8478,0
26522,8478,0
21788,8478,0
8492,8478,0
5681,8478,0
8318,8478,0
8489,8478,0
5685,8478,0
48945,8478,0
8331,8478,0
8343,8478,0
48957,8478,0
8416,8478,0
48982,8478,0
8314,8478,0
8351,8478,0
8431,8478,0
8367,8478,0
8334,8478,0
8437,8478,0
8483,8478,0
8384,8478,0
8363,8478,0
5677,8478,0
8341,8478,0
8472,8478,0
8409,8478,0
8402,8478,0
8414,8478,0
33181,8478,0
8353,8478,0
8347,8478,0
8495,8478,0
8421,8478,0
8442,8478,0
8387,8478,0
8391,8478,0
8433,8478,0
8417,8478,0
8309,8478,0
33180,8478,0
48951,8478,0
5684,8478,0
26524,8478,0
8394,8478,11
8321,8478,0
26526,8478,0
5691,8478,0
5674,8478,0
48965,8478,0
8315,8478,0
62589,8478,0
8339,8478,0
8393,8478,0
8313,8478,0
8382,8478,0
8374,8478,0
5695,8478,0
8447,8478,0
8441,8478,0
8480,8478,0
5687,8478,0
5669,8478,0
8466,8478,0
26582,8478,0
8485,8478,0
8376,8478,0
8379,8478,0
8457,8478,0
8415,8478,0
8487,8478,0
26519,8478,0
8427,8478,0
8364,8478,0
8445,8478,0
8449,8478,0
26517,8478,0
8395,8478,0
8418,8478,0
8432,8478,0
5694,8478,0
8490,8478,0
8444,8478,0
5690,8478,0
8443,8478,0
8348,8478,0
26520,8478,0
5670,8478,0
8430,8478,0
8401,8478,0
8370,8478,0
8477,8478,0
5680,8478,0
8439,8478,0
8400,8478,0
8412,8478,0
8372,8478,0
22756,8478,0
5693,8478,0
62598,8478,0
48997,8478,0
49002,8478,0
8494,8478,0
62596,8478,0
5682,8478,0
49000,8478,0
3293,8478,0
8354,8478,0
21790,8478,0
22491,8478,0
48999,8478,0
48998,8478,0
48985,8478,0
49001,8478,0
21791,8478,0
8365,8478,0
48961,8478,0
48962,8478,0
48964,8478,0
48966,8478,0
48967,8478,0
48968,8478,0
48969,8478,0
48970,8478,0
21792,8478,0
48972,8478,0
48973,8478,0
48974,8478,0
48975,8478,0
21797,8478,0
48976,8478,0
21796,8478,0
48977,8478,0
50167,8478,0
48978,8478,0
8323,8478,0
21798,8478,0
26523,8478,0
offshore,8478,13
5675,21787,0
48944,21787,0
50170,21787,0
8475,21787,0
5676,21787,0
8340,21787,0
8435,21787,0
8488,21787,0
48971,21787,0
8474,21787,0
8359,21787,0
8373,21787,0
33176,21787,0
8322,21787,0
8358,21787,0
8411,21787,0
8406,21787,0
8452,21787,0
8460,21787,0
8337,21787,0
8450,21787,0
49003,21787,0
8398,21787,0
8484,21787,0
48948,21787,0
8423,21787,0
48946,21787,0
8476,21787,0
8397,21787,0
8328,21787,0
26518,21787,0
48980,21787,0
48950,21787,0
8371,21787,0
8491,21787,0
48953,21787,0
8356,21787,0
48984,21787,0
8462,21787,0
48954,21787,0
8453,21787,0
8469,21787,0
8385,21787,0
5678,21787,0
8471,21787,0
8405,21787,0
8369,21787,0
8316,21787,0
8312,21787,0
8429,21787,0
5688,21787,0
8454,21787,0
8311,21787,0
8413,21787,0
8360,21787,0
8380,21787,0
48956,21787,0
5696,21787,0
8467,21787,0
8332,21787,0
5683,21787,0
5672,21787,0
8461,21787,0
8355,21787,0
33185,21787,0
48955,21787,0
8392,21787,0
8362,21787,0
8349,21787,0
8478,21787,0
21787,21787,0
8338,21787,0
8326,21787,0
5686,21787,0
33179,21787,0
8459,21787,0
8758,21787,0
8333,21787,0
8361,21787,0
8482,21787,0
8350,21787,0
5689,21787,0
8493,21787,0
8378,21787,0
8396,21787,0
8448,21787,0
8352,21787,0
21803,21787,0
5679,21787,0
5692,21787,0
8426,21787,0
8425,21787,0
5697,21787,0
8346,21787,0
8455,21787,0
8446,21787,0
26521,21787,0
48947,21787,0
21789,21787,0
8486,21787,0
8386,21787,0
5673,21787,0
8470,21787,0
8465,21787,0
5668,21787,0
8473,21787,0
8419,21787,0
8389,21787,0
8310,21787,0
33177,21787,0
8404,21787,0
8468,21787,0
8456,21787,0
8464,21787,0
8327,21787,0
8388,21787,0
8381,21787,0
8319,21787,0
8368,21787,0
8438,21787,0
8403,21787,0
8408,21787,0
8451,21787,0
8324,21787,0
8463,21787,0
48952,21787,0
8479,21787,0
8390,21787,0
8481,21787,0
8325,21787,0
8375,21787,0
8428,21787,0
8440,21787,0
8407,21787,0
8345,21787,0
8366,21787,0
8317,21787,0
8420,21787,0
48943,21787,0
8308,21787,0
33178,21787,0
8424,21787,0
8357,21787,0
8383,21787,0
26522,21787,0
21788,21787,0
8492,21787,0
5681,21787,0
8318,21787,0
8489,21787,0
5685,21787,0
48945,21787,0
8331,21787,0
8343,21787,0
48957,21787,0
8416,21787,0
48982,21787,0
8314,21787,0
8351,21787,0
8431,21787,0
8367,21787,0
8334,21787,0
8437,21787,0
8483,21787,0
8384,21787,0
8363,21787,0
5677,21787,0
8341,21787,0
8472,21787,0
8409,21787,0
8402,21787,0
8414,21787,0
33181,21787,0
8353,21787,0
8347,21787,0
8495,21787,0
8421,21787,0
8442,21787,0
8387,21787,0
8391,21787,0
8433,21787,0
8417,21787,0
8309,21787,0
33180,21787,0
48951,21787,0
5684,21787,0
26524,21787,0
8394,21787,0
8321,21787,0
26526,21787,0
5691,21787,0
5674,21787,0
48965,21787,0
8315,21787,0
62589,21787,0
8339,21787,0
8393,21787,0
8313,21787,0
8382,21787,0
8374,21787,0
5695,21787,0
8447,21787,0
8441,21787,0
8480,21787,0
5687,21787,0
5669,21787,0
8466,21787,0
26582,21787,0
8485,21787,0
8376,21787,0
8379,21787,0
8457,21787,0
8415,21787,0
8487,21787,0
26519,21787,0
8427,21787,0
8364,21787,0
8445,21787,0
8449,21787,0
26517,21787,0
8395,21787,0
8418,21787,0
8432,21787,0
5694,21787,0
8490,21787,0
8444,21787,0
5690,21787,0
8443,21787,0
8348,21787,0
26520,21787,0
5670,21787,0
8430,21787,0
8401,21787,0
8370,21787,0
8477,21787,0
5680,21787,0
8439,21787,0
8400,21787,0
8412,21787,0
8372,21787,0
22756,21787,0
5693,21787,0
62598,21787,0
48997,21787,0
49002,21787,0
8494,21787,0
62596,21787,0
5682,21787,0
49000,21787,0
3293,21787,0
8354,21787,0
21790,21787,0
22491,21787,0
48999,21787,0
48998,21787,0
48985,21787,0
49001,21787,0
21791,21787,0
8365,21787,0
48961,21787,0
48962,21787,0
48964,21787,0
48966,21787,0
48967,21787,0
48968,21787,0
48969,21787,0
48970,21787,0
21792,21787,0
48972,21787,0
48973,21787,0
48974,21787,0
48975,21787,0
21797,21787,0
48976,21787,0
21796,21787,0
48977,21787,0
50167,21787,0
48978,21787,0
8323,21787,0
21798,21787,0
26523,21787,0
offshore,21787,0
5675,8338,0
48944,8338,0
50170,8338,0
8475,8338,0
5676,8338,0
8340,8338,0
8435,8338,0
8488,8338,0
48971,8338,0
8474,8338,0
8359,8338,0
8373,8338,0
33176,8338,0
8322,8338,0
8358,8338,0
8411,8338,0
8406,8338,0
8452,8338,0
8460,8338,0
8337,8338,0
8450,8338,0
49003,8338,0
8398,8338,0
8484,8338,0
48948,8338,0
8423,8338,0
48946,8338,0
8476,8338,0
8397,8338,0
8328,8338,0
26518,8338,0
48980,8338,0
48950,8338,0
8371,8338,0
8491,8338,0
48953,8338,0
8356,8338,0
48984,8338,0
8462,8338,0
48954,8338,0
8453,8338,0
8469,8338,0
8385,8338,0
5678,8338,0
8471,8338,0
8405,8338,0
8369,8338,0
8316,8338,0
8312,8338,0
8429,8338,0
5688,8338,0
8454,8338,0
8311,8338,0
8413,8338,0
8360,8338,0
8380,8338,0
48956,8338,0
5696,8338,0
8467,8338,0
8332,8338,0
5683,8338,0
5672,8338,0
8461,8338,0
8355,8338,0
33185,8338,0
48955,8338,0
8392,8338,0
8362,8338,0
8349,8338,0
8478,8338,0
21787,8338,0
8338,8338,0
8326,8338,0
5686,8338,0
33179,8338,0
8459,8338,0
8758,8338,0
8333,8338,0
8361,8338,0
8482,8338,0
8350,8338,0
5689,8338,0
8493,8338,0
8378,8338,0
8396,8338,0
8448,8338,0
8352,8338,0
21803,8338,0
5679,8338,0
5692,8338,0
8426,8338,0
8425,8338,0
5697,8338,0
8346,8338,0
8455,8338,0
8446,8338,0
26521,8338,0
48947,8338,0
21789,8338,0
8486,8338,0
8386,8338,0
5673,8338,0
8470,8338,0
8465,8338,0
5668,8338,0
8473,8338,0
8419,8338,0
8389,8338,0
8310,8338,0
33177,8338,0
8404,8338,0
8468,8338,0
8456,8338,0
8464,8338,0
8327,8338,0
8388,8338,0
8381,8338,0
8319,8338,0
8368,8338,0
8438,8338,0
8403,8338,0
8408,8338,0
8451,8338,0
8324,8338,0
8463,8338,0
48952,8338,0
8479,8338,0
8390,8338,0
8481,8338,0
8325,8338,0
8375,8338,0
8428,8338,0
8440,8338,0
8407,8338,0
8345,8338,0
8366,8338,0
8317,8338,0
8420,8338,0
48943,8338,0
8308,8338,0
33178,8338,0
8424,8338,0
8357,8338,0
8383,8338,0
26522,8338,0
21788,8338,0
8492,8338,0
5681,8338,0
8318,8338,0
8489,8338,0
5685,8338,0
48945,8338,0
8331,8338,0
8343,8338,0
48957,8338,0
8416,8338,0
48982,8338,0
8314,8338,0
8351,8338,0
8431,8338,0
8367,8338,0
8334,8338,0
8437,8338,0
8483,8338,0
8384,8338,0
8363,8338,0
5677,8338,0
8341,8338,0
8472,8338,0
8409,8338,0
8402,8338,0
8414,8338,0
33181,8338,0
8353,8338,0
8347,8338,0
8495,8338,0
8421,8338,0
8442,8338,0
8387,8338,0
8391,8338,0
8433,8338,0
8417,8338,0
8309,8338,0
33180,8338,0
48951,8338,0
5684,8338,0
26524,8338,0
8394,8338,0
8321,8338,0
26526,8338,0
5691,8338,0
5674,8338,0
48965,8338,0
8315,8338,0
62589,8338,0
8339,8338,0
8393,8338,0
8313,8338,0
8382,8338,0
8374,8338,0
5695,8338,0
8447,8338,0
8441,8338,0
8480,8338,0
5687,8338,0
5669,8338,0
8466,8338,0
26582,8338,0
8485,8338,0
8376,8338,0
8379,8338,0
8457,8338,0
8415,8338,0
8487,8338,0
26519,8338,0
8427,8338,0
8364,8338,0
8445,8338,0
8449,8338,0
26517,8338,0
8395,8338,0
8418,8338,0
8432,8338,0
5694,8338,0
8490,8338,0
8444,8338,0
5690,8338,0
8443,8338,0
8348,8338,0
26520,8338,0
5670,8338,0
8430,8338,0
8401,8338,0
8370,8338,0
8477,8338,0
5680,8338,0
8439,8338,0
8400,8338,0
8412,8338,0
8372,8338,0
22756,8338,0
5693,8338,0
62598,8338,0
48997,8338,0
49002,8338,0
8494,8338,0
62596,8338,0
5682,8338,0
49000,8338,0
3293,8338,0
8354,8338,0
21790,8338,0
22491,8338,0
48999,8338,0
48998,8338,0
48985,8338,0
49001,8338,0
21791,8338,0
8365,8338,0
48961,8338,0
48962,8338,0
48964,8338,0
48966,8338,0
48967,8338,0
48968,8338,0
48969,8338,0
48970,8338,0
21792,8338,0
48972,8338,0
48973,8338,0
48974,8338,0
48975,8338,0
21797,8338,0
48976,8338,0
21796,8338,0
48977,8338,0
50167,8338,0
48978,8338,0
8323,8338,0
21798,8338,0
26523,8338,0
offshore,8338,0
5675,8326,0
48944,8326,0
50170,8326,0
8475,8326,0
5676,8326,0
8340,8326,0
8435,8326,0
8488,8326,0
48971,8326,0
8474,8326,0
8359,8326,0
8373,8326,0
33176,8326,0
8322,8326,0
8358,8326,0
8411,8326,0
8406,8326,0
8452,8326,0
8460,8326,0
8337,8326,0
8450,8326,0
49003,8326,0
8398,8326,0
8484,8326,0
48948,8326,0
8423,8326,0
48946,8326,0
8476,8326,0
8397,8326,0
8328,8326,0
26518,8326,0
48980,8326,0
48950,8326,0
8371,8326,0
8491,8326,0
48953,8326,0
8356,8326,0
48984,8326,0
8462,8326,0
48954,8326,0
8453,8326,0
8469,8326,0
8385,8326,0
5678,8326,0
8471,8326,0
8405,8326,0
8369,8326,0
8316,8326,0
8312,8326,0
8429,8326,0
5688,8326,0
8454,8326,0
8311,8326,0
8413,8326,0
8360,8326,0
8380,8326,0
